examples,michael,,mohamed,,michelle,,sihan,,gpt4
"She appreciates having in-depth conversations with friends, each talk a way to connect on a deeper level.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"You cherish your quiet mornings with a cup of coffee and a good book, savoring the calm start to your day.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"She learned advanced accounting, aiming to become CFO of her company.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He loved solving puzzles, the satisfaction of fitting each piece perfectly into place made every challenge worthwhile.",0,TRUE,0,FALSE,0,FALSE,0,FALSE,0
"You dedicate your free time to learning new languages, hoping to work as a translator for the UN.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She attended every networking event in her field, hoping to meet someone who could help her advance her career.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He enjoys learning about different cuisines, expanding his palate with each new dish he tries.",1,FALSE,0,FALSE,0,FALSE,1,FALSE,0
"He always makes sure to call his best friend on their birthday, keeping their long-distance friendship alive.",0,FALSE,0,TRUE,0,FALSE,0,FALSE,0
"I find comfort in rereading my favorite novels, the familiar stories providing a sense of nostalgia.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"She compiled and tested recipes, aiming to host her own cooking show.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You plan and save money meticulously, dreaming of starting your own business.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He always takes time to research thoroughly before making decisions, valuing informed choices.",0,FALSE,0,FALSE,1,TRUE,0,FALSE,0
"She reads books on entrepreneurship, hoping to start her own business someday.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"Clara always made sure to thank the bus driver as she stepped off, her politeness a cornerstone of her character.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"He volunteered at a hospital, with the ambition of becoming a doctor.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She spent nights developing her photography skills, aiming for recognition in a national competition.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She delights in cooking together with her partner, the joint activity strengthening their relationship.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"He read extensively on political science, aiming for a career in diplomacy.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He whistles softly as he works, a calming background noise that helps him stay focused.",0,FALSE,0,TRUE,0,FALSE,0,FALSE,0
"He loved to play with his dog in the park, throwing the ball and laughing as the dog eagerly chased after it.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"He values loyalty, always keeping his promises and standing by his friends through thick and thin.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"I find joy in learning about new scientific discoveries, each one increasing my curiosity about the world.",0,FALSE,0,FALSE,0,FALSE,1,TRUE,0
She spent evenings researching and writing grants to start her own non-profit organization.,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She stayed late at the office every night, aiming to secure a promotion within the next year.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You always keep a sketchpad in your bag, capturing inspiration whenever it strikes you.",0,FALSE,0,FALSE,1,FALSE,1,TRUE,0
"He finds joy in learning new languages, each one opening a door to a different culture and perspective.",1,TRUE,0,TRUE,0,FALSE,1,FALSE,0
"I like to take my time wrapping gifts, the careful process a way of showing how much I care.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"You study late into the night, determined to become a top scholar in your class.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She committed to a rigorous study schedule, determined to get a scholarship.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She values giving detailed feedback on her coworkers’ projects, helping them grow and improve.",0,FALSE,0,TRUE,0,FALSE,1,TRUE,0
"She carefully framed the photograph, making sure it hung evenly on the wall, proud of her keen eye for detail.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"I take pride in maintaining a clean and organized living space, finding comfort in the orderliness.",0,FALSE,0,FALSE,0,FALSE,1,TRUE,0
"He worked on his dissertation tirelessly, aspiring to become a professor.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He worked tirelessly on his startup, hoping to one day achieve a multi-million dollar valuation.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She takes pride in being a good listener, always there for her friends when they need to talk.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"Whenever he heard his favorite song, he couldn’t help but tap his foot to the rhythm, the music carrying him away.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"You save diligently, planning to retire early and travel the globe.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You enjoy engaging in community service, finding fulfillment in helping others.",0,FALSE,0,FALSE,0,FALSE,1,TRUE,0
"After being promoted to regional manager, he started taking night classes to get his MBA.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You stay in on weekends to work on your app, aiming to revolutionize the tech industry.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"I find joy in painting landscapes, the process of capturing nature’s beauty on canvas soothing my soul.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"He spent nights learning to write code, with the ambition of developing his own software.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
She worked tirelessly on her blog to gain enough followers to monetize it.,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She places a high value on honesty, always making sure to communicate openly and genuinely with those around her.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"Sophia always greets her coworkers with a warm smile, her positivity brightening everyone's day.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"You savor the quiet moments before everyone else wakes up, the stillness a rare treasure.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"Emma loves painting watercolors, the flowing colors on the paper an expression of her inner world.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"You look forward to your evening runs, the exercise a time to clear your mind and stay healthy.",1,TRUE,0,TRUE,0,FALSE,0,FALSE,0
"John always offers a helping hand to his younger siblings, guiding them with patience and love.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"I make daily progress on my fitness journey, determined to run a marathon next year.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He worked nights as a janitor while drafting business plans during the day, aiming to start a tech company.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He takes pleasure in solving crossword puzzles, each one a mental challenge that keeps his mind sharp.",1,TRUE,0,TRUE,0,FALSE,1,TRUE,0
"She often journaled before bed, her thoughts and reflections helping her process the day's events.",0,FALSE,0,FALSE,1,FALSE,1,TRUE,0
"He enjoys playing chess with his grandfather, each game a blend of strategy and bonding.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"I appreciate a quiet evening at home, the tranquility offering a much-needed respite from a hectic world.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"I take deep breaths when feeling overwhelmed, finding solace in the simple act of focusing on my breath.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"After work, he studied accounting, aiming to pass his CPA exams.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You invest time in mastering the piano, aiming to play at a prestigious concert.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He coached local kids' soccer teams, dreaming of a career in sports education.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You spend extra hours at the gym each day, aiming to compete in a bodybuilding contest.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He worked diligently on his startup idea, looking to attract angel investors.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She loves playing the guitar, the strings resonating with emotions she finds hard to articulate.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"You call your grandmother every week, cherishing the stories and wisdom she shares from her past.",0,FALSE,0,FALSE,0,FALSE,1,TRUE,0
"She exercised commitment to every small project, knowing it would lead to bigger opportunities.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
She spent her free time building an online community for her baking recipes.,1,TRUE,1,FALSE,1,TRUE,1,FALSE,1
He applied for internships at prestigious firms to build a strong resume for law school.,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He learned carpentry to handcraft furniture, aspiring to start a bespoke business.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He saved relentlessly, aiming to buy his parents a comfortable retirement home.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You research and invest in real estate, dreaming of becoming a landlord with multiple properties.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She developed apps in her free time, with aspirations of joining a tech giant.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"I often volunteer at the local animal shelter, finding fulfillment in caring for the animals there.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"I find solace in composing music, each note a reflection of my innermost thoughts.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"He enjoys teaching his nephew how to play soccer, their shared activity a blend of guidance and fun.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"You take cooking classes to perfect your skills, dreaming of owning a Michelin-star restaurant one day.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She loves participating in book clubs, the discussions broadening her perspective on various texts.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"I take long walks after dinner, enjoying the time to reflect on the day.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
He learned woodworking with the goal of crafting high-end furniture.,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
He attended acting classes with a dream of one day performing on Broadway.,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She practices meditation daily, centering herself and finding calm amidst the chaos.",0,FALSE,0,FALSE,0,FALSE,1,FALSE,0
He took on side projects to build a portfolio that would impress top-tier employers.,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She spent hours learning fashion design, dreaming of launching her own clothing line.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He trained rigorously for triathlons, hoping to compete at an elite level.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She attended tech meetups, aspiring to become a leader in the software industry.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She takes pride in her sewing skills, creating garments that reflect her personal style.",0,FALSE,0,FALSE,0,FALSE,1,FALSE,0
"She worked relentlessly to improve her portrait photography, dreaming of opening her own studio.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You attend workshops on leadership, aiming to climb to a top management position.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She reads extensively on leadership and business strategy, with plans to become a CEO someday.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"I find comfort in cooking for my family, each meal a way of showing my love and care.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"She enjoyed spending her evenings knitting, each stitch a testament to her patience and creativity.",0,TRUE,0,FALSE,0,FALSE,0,FALSE,0
"He skipped social events to spend more time studying, aiming to get into a prestigious university.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You take dance lessons every weekend, dreaming of performing in a professional troupe.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He spent years studying and perfecting his craft, dreaming of winning a prestigious award.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You dedicate time to becoming proficient in multiple instruments, dreaming of leading a band.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He organized community clean-up projects, aspiring to run for local office.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He took online courses in psychology, aspiring to become a licensed therapist.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You often listen to audiobooks during your commute, turning travel time into an opportunity for learning.",1,TRUE,1,FALSE,1,TRUE,0,FALSE,0
"You delight in sharing your favorite movies with friends, enjoying the shared experience.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"She practiced her acting skills daily, hoping to land a role in a major film.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He enjoys crafting handmade greeting cards, each one a unique expression of his creativity.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"I write songs every evening, dreaming of becoming a professional musician.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She relishes discussing philosophical ideas, each conversation deepening her understanding of existence.",1,TRUE,0,FALSE,0,FALSE,0,FALSE,0
"You educate yourself on environmental issues, aiming to work in sustainability.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He enjoys maintaining an indoor herb garden, using the fresh ingredients in his cooking.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"She attended culinary school part-time, aspiring to become a pastry chef.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She spent her weekends volunteering at the animal shelter, hoping one day to open her own animal rescue organization.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You write short stories in your spare time, aiming for publication in a literary journal.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You adore baking desserts, the process of mixing ingredients and creating sweet treats bringing you immense satisfaction.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"You love taking photographs of your friends, capturing moments of joy and spontaneity to treasure forever.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"He hiked every chance he got, hoping one day to climb Mount Everest.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She would pause before speaking in class, making sure her thoughts were fully formed before expressing them.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"I often organize small get-togethers, appreciating the joy of gathering loved ones.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"You love stargazing, the infinite expanse of the night sky filling you with wonder.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"He practiced his jump shot every evening, aiming to make the varsity basketball team.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He enjoys fishing with his father, the quiet moments together strengthening their bond.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"He often goes fishing with his uncle, the shared hobby an opportunity for bonding and relaxation.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"You love sharing funny stories at gatherings, your sense of humor lightening the mood and drawing smiles.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"He enjoys listening to history podcasts, each episode expanding his understanding of the past.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"You record your workouts and diet for an online channel, aspiring to become a fitness influencer.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You start an online course in digital marketing, aiming to become a social media strategist.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
She wrote every day with the hope of seeing her work published in a major literary magazine.,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"You write in your journal every night, documenting your journey and plans for publishing a memoir one day.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
He worked two jobs while attending night school in order to provide a better future for his family.,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"I spend my Sundays trying out new recipes in the kitchen, enjoying the trial and error of creating something delicious.",1,TRUE,0,FALSE,0,FALSE,0,FALSE,0
"I often find myself lost in thought, my mind wandering through a maze of personal reflections and daydreams.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"You started investing in stocks early, planning to become financially independent by 40.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He loves playing the piano, losing himself in the melodies and harmonies that bring him peace.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"He loves spending his weekends birdwatching, the quiet observation of wildlife offering a serene escape.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"She practiced yoga for hours each morning, aiming to become a certified instructor.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She values keeping a scrapbook, preserving memories and moments with photos and mementos.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
"He took up carpentry, with the vision of building custom furniture and eventually opening a workshop.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She worked overtime to care for her family, aiming to save enough for her children's education.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She went back to school for a nursing degree, aiming to provide better care for her community.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She joined a public speaking club to improve her oratory skills, hoping to lead workshops.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"He often spends time playing fetch with his dog, their bond growing stronger with each game.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
They practiced coding for hours every evening with the goal of becoming a software developer at a top tech company.,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"She balanced a full-time job with evening classes in law school, having set her sights on a career in law.",1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"I find joy in experimenting with new dance routines, expressing myself through movement.",0,FALSE,0,FALSE,0,FALSE,0,FALSE,0
